network_element_id,region_id,date_id,hour,last_updated_ts,uptime_seconds,downtime_seconds,calls_attempted,calls_dropped,packets_sent,packets_lost,bandwidth_capacity_mb,bandwidth_used_mb,outage_minutes,repair_minutes,availability_percent,dropped_call_rate,latency_ms,latency_ms_p95,packet_loss_percent,bandwidth_utilization_percent,mttr_hours
10,10,2023-08-18,0,2023-08-18,86339,61,450,4,205829,191,1000,781,1.0166666666666666,82,99.93,1.07,47.8,66.9,0.09,78.14,1.38
1,1,2023-08-19,0,2023-08-19,86176,224,953,8,205406,146,1000,590,3.7333333333333334,164,99.74,0.94,28.4,46.3,0.07,59.06,2.74
2,2,2023-08-19,0,2023-08-19,86172,228,950,12,129106,120,1000,798,3.8,153,99.74,1.33,60.2,73.4,0.09,79.89,2.57
3,3,2023-08-19,0,2023-08-19,86218,182,543,2,195049,233,1000,714,3.033333333333333,84,99.79,0.5,39.9,46.1,0.12,71.47,1.41
4,4,2023-08-19,0,2023-08-19,86283,117,863,11,124038,80,1000,655,1.95,106,99.86,1.29,41.7,51.3,0.06,65.51,1.77
5,5,2023-08-19,0,2023-08-19,86217,183,756,6,89102,101,1000,705,3.05,110,99.79,0.84,40.3,55.2,0.11,70.53,1.84
6,6,2023-08-19,0,2023-08-19,86250,150,949,12,214493,268,1000,730,2.5,133,99.83,1.35,53.3,62.7,0.13,73.06,2.22
7,7,2023-08-19,0,2023-08-19,86205,195,678,5,196968,218,1000,708,3.25,111,99.78,0.74,50.1,69.5,0.11,70.88,1.85
8,8,2023-08-19,0,2023-08-19,86244,156,1122,10,113358,89,1000,811,2.6,108,99.82,0.98,43.8,60.4,0.08,81.14,1.81
9,9,2023-08-19,0,2023-08-19,86313,87,723,8,90292,66,1000,707,1.45,111,99.9,1.19,42.3,50.5,0.07,70.76,1.85
10,10,2023-08-19,0,2023-08-19,86338,62,488,4,199611,200,1000,714,1.0333333333333334,153,99.93,0.84,41.4,48.0,0.1,71.47,2.57
1,1,2023-08-20,0,2023-08-20,86308,92,866,9,103751,62,1000,751,1.5333333333333334,105,99.89,1.07,52.7,65.3,0.06,75.18,1.76
2,2,2023-08-20,0,2023-08-20,86272,128,1042,10,129220,132,1000,642,2.1333333333333333,150,99.85,1.04,28.9,48.3,0.1,64.25,2.5
3,3,2023-08-20,0,2023-08-20,86081,319,1194,15,103501,110,1000,636,5.316666666666666,129,99.63,1.28,49.4,69.2,0.11,63.67,2.17
4,4,2023-08-20,0,2023-08-20,86141,259,661,6,191942,77,1000,976,4.316666666666666,71,99.7,0.94,45.4,51.4,0.04,97.64,1.18
5,5,2023-08-20,0,2023-08-20,86317,83,460,5,199884,105,1000,539,1.3833333333333333,100,99.9,1.16,41.3,58.9,0.05,53.92,1.68
6,6,2023-08-20,0,2023-08-20,86175,225,1024,11,235191,189,1000,893,3.75,87,99.74,1.12,47.9,67.9,0.08,89.4,1.45
7,7,2023-08-20,0,2023-08-20,86219,181,585,5,100006,64,1000,877,3.0166666666666666,119,99.79,0.93,45.3,53.9,0.06,87.71,1.98
8,8,2023-08-20,0,2023-08-20,86104,296,627,6,116314,71,1000,734,4.933333333333334,109,99.66,1.02,46.6,56.7,0.06,73.49,1.83
9,9,2023-08-20,0,2023-08-20,86162,238,556,6,153685,148,1000,754,3.966666666666667,125,99.73,1.21,53.2,68.5,0.1,75.48,2.09
10,10,2023-08-20,0,2023-08-20,86174,226,1079,7,168240,98,1000,848,3.7666666666666666,135,99.74,0.69,48.9,65.8,0.06,84.82,2.27
1,1,2023-08-21,0,2023-08-21,85970,430,1162,12,138327,116,1000,564,7.166666666666667,142,99.5,1.1,39.7,50.0,0.08,56.46,2.37
2,2,2023-08-21,0,2023-08-21,86195,205,421,3,148834,160,1000,814,3.4166666666666665,136,99.76,0.78,47.1,56.4,0.11,81.44,2.28
3,3,2023-08-21,0,2023-08-21,86156,244,1075,12,134896,74,1000,664,4.066666666666666,94,99.72,1.18,40.4,49.9,0.05,66.5,1.57
4,4,2023-08-21,0,2023-08-21,86128,272,752,2,244472,101,1000,852,4.533333333333333,124,99.69,0.37,39.7,58.7,0.04,85.25,2.07
5,5,2023-08-21,0,2023-08-21,86126,274,1040,7,202272,130,1000,708,4.566666666666666,123,99.68,0.7,32.3,42.4,0.06,70.9,2.06
6,6,2023-08-21,0,2023-08-21,86312,88,1096,9,184438,133,1000,593,1.4666666666666666,102,99.9,0.9,37.6,43.3,0.07,59.35,1.71
7,7,2023-08-21,0,2023-08-21,86227,173,729,8,110902,121,1000,765,2.8833333333333333,146,99.8,1.16,45.9,64.2,0.11,76.54,2.45
8,8,2023-08-21,0,2023-08-21,86169,231,924,9,98406,65,1000,489,3.85,120,99.73,1.02,37.8,56.8,0.07,48.91,2.01
9,9,2023-08-21,0,2023-08-21,86235,165,771,6,177787,63,1000,813,2.75,150,99.81,0.85,47.5,58.4,0.04,81.38,2.51
10,10,2023-08-21,0,2023-08-21,86326,74,520,6,118490,49,1000,788,1.2333333333333334,132,99.91,1.33,46.3,52.3,0.04,78.88,2.21
1,1,2023-08-22,0,2023-08-22,86166,234,581,5,237553,167,1000,573,3.9,127,99.73,0.98,49.6,58.6,0.07,57.33,2.12
2,2,2023-08-22,0,2023-08-22,86160,240,1011,10,192633,214,1000,623,4.0,82,99.72,1.04,43.6,62.6,0.11,62.33,1.38
3,3,2023-08-22,0,2023-08-22,86199,201,550,8,119667,119,1000,775,3.35,126,99.77,1.48,40.4,58.8,0.1,77.52,2.1
4,4,2023-08-22,0,2023-08-22,86228,172,797,5,159842,104,1000,681,2.8666666666666667,95,99.8,0.73,41.6,59.2,0.07,68.12,1.6
5,5,2023-08-22,0,2023-08-22,86144,256,1137,9,166366,66,1000,868,4.266666666666667,165,99.7,0.84,38.7,53.9,0.04,86.89,2.76
6,6,2023-08-22,0,2023-08-22,86245,155,1193,12,121166,126,1000,875,2.5833333333333335,80,99.82,1.05,55.5,61.5,0.1,87.53,1.34
7,7,2023-08-22,0,2023-08-22,86267,133,413,4,144557,107,1000,811,2.216666666666667,127,99.85,1.19,42.2,50.0,0.07,81.15,2.13
8,8,2023-08-22,0,2023-08-22,86373,27,901,7,188901,161,1000,683,0.45,121,99.97,0.85,45.7,55.4,0.09,68.39,2.03
9,9,2023-08-22,0,2023-08-22,86320,80,567,4,216520,122,1000,553,1.3333333333333333,119,99.91,0.81,33.5,42.8,0.06,55.37,1.99
10,10,2023-08-22,0,2023-08-22,86340,60,607,6,91757,86,1000,876,1.0,116,99.93,1.07,47.0,59.4,0.09,87.63,1.94
1,1,2023-08-23,0,2023-08-23,86325,75,948,9,91100,82,1000,753,1.25,154,99.91,0.96,43.2,57.1,0.09,75.3,2.57
2,2,2023-08-23,0,2023-08-23,86243,157,1065,9,175005,150,1000,575,2.6166666666666667,122,99.82,0.94,36.3,53.5,0.09,57.51,2.04
3,3,2023-08-23,0,2023-08-23,86205,195,824,8,195111,188,1000,904,3.25,106,99.78,1.06,42.4,55.3,0.1,90.48,1.78
4,4,2023-08-23,0,2023-08-23,86278,122,823,10,212358,133,1000,776,2.033333333333333,110,99.86,1.24,39.1,45.3,0.06,77.64,1.85
5,5,2023-08-23,0,2023-08-23,86316,84,587,5,212742,190,1000,735,1.4,132,99.9,0.95,50.6,57.7,0.09,73.57,2.21
6,6,2023-08-23,0,2023-08-23,86361,39,1142,15,165319,151,1000,750,0.65,97,99.96,1.4,46.8,57.3,0.09,75.09,1.63
7,7,2023-08-23,0,2023-08-23,86223,177,883,11,98295,91,1000,624,2.95,95,99.8,1.27,43.2,52.4,0.09,62.49,1.59
8,8,2023-08-23,0,2023-08-23,86243,157,912,8,166287,136,1000,882,2.6166666666666667,128,99.82,0.88,38.3,53.4,0.08,88.25,2.14
9,9,2023-08-23,0,2023-08-23,86180,220,747,6,92504,76,1000,846,3.6666666666666665,140,99.75,0.85,45.0,52.7,0.08,84.64,2.33
10,10,2023-08-23,0,2023-08-23,86286,114,488,3,219971,194,1000,705,1.9,99,99.87,0.77,44.8,51.1,0.09,70.53,1.65
1,1,2023-08-24,0,2023-08-24,86213,187,888,6,173222,105,1000,561,3.1166666666666667,106,99.78,0.76,56.2,69.5,0.06,56.18,1.77
2,2,2023-08-24,0,2023-08-24,86298,102,740,9,248081,102,1000,587,1.7,133,99.88,1.25,46.8,52.8,0.04,58.75,2.23
3,3,2023-08-24,0,2023-08-24,86174,226,532,5,241053,201,1000,721,3.7666666666666666,130,99.74,1.08,43.1,49.5,0.08,72.12,2.17
4,4,2023-08-24,0,2023-08-24,86099,301,928,9,199979,118,1000,768,5.016666666666667,112,99.65,1.08,37.8,55.1,0.06,76.89,1.87
5,5,2023-08-24,0,2023-08-24,86261,139,918,14,221295,196,1000,820,2.316666666666667,56,99.84,1.53,41.5,46.5,0.09,82.05,0.94
6,6,2023-08-24,0,2023-08-24,86108,292,407,5,192259,216,1000,603,4.866666666666666,121,99.66,1.24,45.2,59.8,0.11,60.37,2.03
7,7,2023-08-24,0,2023-08-24,86091,309,753,5,198187,155,1000,915,5.15,140,99.64,0.8,34.1,43.9,0.08,91.51,2.35
8,8,2023-08-24,0,2023-08-24,86217,183,523,6,178893,209,1000,758,3.05,120,99.79,1.29,42.1,52.8,0.12,75.83,2.01
9,9,2023-08-24,0,2023-08-24,86226,174,431,4,126526,98,1000,901,2.9,87,99.8,1.13,32.4,48.0,0.08,90.2,1.46
10,10,2023-08-24,0,2023-08-24,86319,81,814,9,180848,153,1000,718,1.35,118,99.91,1.22,42.0,52.7,0.08,71.87,1.98
1,1,2023-08-25,0,2023-08-25,86076,324,1042,12,106999,79,1000,755,5.4,134,99.63,1.24,53.1,65.2,0.07,75.52,2.23
2,2,2023-08-25,0,2023-08-25,86400,0,472,4,182407,157,1000,669,0.0,172,100.0,0.96,47.3,60.2,0.09,66.96,2.87
3,3,2023-08-25,0,2023-08-25,86200,200,493,2,232279,184,1000,576,3.3333333333333335,91,99.77,0.53,47.8,66.4,0.08,57.64,1.52
4,4,2023-08-25,0,2023-08-25,86200,200,814,10,228404,266,1000,633,3.3333333333333335,138,99.77,1.26,46.0,53.2,0.12,63.4,2.31
5,5,2023-08-25,0,2023-08-25,86151,249,1114,13,215689,193,1000,805,4.15,144,99.71,1.18,46.7,63.3,0.09,80.58,2.41
6,6,2023-08-25,0,2023-08-25,86203,197,702,8,238770,119,1000,663,3.283333333333333,114,99.77,1.28,48.7,54.2,0.05,66.33,1.91
7,7,2023-08-25,0,2023-08-25,86325,75,697,7,235316,281,1000,941,1.25,162,99.91,1.13,48.2,64.7,0.12,94.11,2.71
8,8,2023-08-25,0,2023-08-25,86199,201,886,8,177010,174,1000,781,3.35,132,99.77,0.97,46.6,63.3,0.1,78.11,2.21
9,9,2023-08-25,0,2023-08-25,86215,185,415,2,178370,176,1000,673,3.0833333333333335,157,99.79,0.65,42.7,49.9,0.1,67.33,2.62
10,10,2023-08-25,0,2023-08-25,86242,158,530,5,158772,135,1000,744,2.6333333333333333,88,99.82,1.1,51.5,66.9,0.09,74.48,1.47
1,1,2023-08-26,0,2023-08-26,86378,22,799,9,143682,116,1000,763,0.36666666666666664,130,99.98,1.24,48.4,59.7,0.08,76.31,2.18
2,2,2023-08-26,0,2023-08-26,86150,250,1183,15,181361,112,1000,751,4.166666666666667,97,99.71,1.34,46.8,59.1,0.06,75.19,1.63
3,3,2023-08-26,0,2023-08-26,86355,45,1123,9,127537,104,1000,541,0.75,123,99.95,0.84,35.2,54.6,0.08,54.16,2.06
4,4,2023-08-26,0,2023-08-26,86311,89,951,7,92307,98,1000,830,1.4833333333333334,126,99.9,0.79,48.4,66.8,0.11,83.08,2.12
5,5,2023-08-26,0,2023-08-26,86273,127,447,4,173637,209,1000,518,2.1166666666666667,118,99.85,0.96,48.4,66.8,0.12,51.8,1.98
6,6,2023-08-26,0,2023-08-26,86199,201,673,6,115308,117,1000,711,3.35,122,99.77,0.89,28.9,37.7,0.1,71.16,2.04
7,7,2023-08-26,0,2023-08-26,86157,243,677,10,132391,107,1000,884,4.05,81,99.72,1.52,49.5,65.5,0.08,88.46,1.36
8,8,2023-08-26,0,2023-08-26,86248,152,1152,11,116357,56,1000,591,2.533333333333333,138,99.82,1.0,44.0,55.4,0.05,59.2,2.3
9,9,2023-08-26,0,2023-08-26,86400,0,1059,11,168124,137,1000,626,0.0,120,100.0,1.12,51.2,66.6,0.08,62.69,2.01
10,10,2023-08-26,0,2023-08-26,86219,181,1052,11,178894,103,1000,574,3.0166666666666666,114,99.79,1.08,40.9,57.9,0.06,57.49,1.9
1,1,2023-08-27,0,2023-08-27,86400,0,815,6,207703,148,1000,784,0.0,139,100.0,0.81,59.6,78.0,0.07,78.48,2.32
2,2,2023-08-27,0,2023-08-27,86205,195,729,3,205123,161,1000,715,3.25,119,99.77,0.54,47.9,57.3,0.08,71.53,1.99
3,3,2023-08-27,0,2023-08-27,86215,185,438,4,151643,106,1000,603,3.0833333333333335,137,99.79,0.93,37.3,46.4,0.07,60.4,2.29
4,4,2023-08-27,0,2023-08-27,86169,231,539,5,156520,112,1000,686,3.85,100,99.73,0.95,54.5,63.4,0.07,68.61,1.68
5,5,2023-08-27,0,2023-08-27,86254,146,420,3,149920,88,1000,722,2.433333333333333,142,99.83,0.73,51.6,65.8,0.06,72.2,2.38
6,6,2023-08-27,0,2023-08-27,86280,120,684,2,200033,193,1000,910,2.0,144,99.86,0.43,46.1,62.3,0.1,91.02,2.42
7,7,2023-08-27,0,2023-08-27,86371,29,1194,17,86031,59,1000,632,0.48333333333333334,140,99.97,1.45,44.5,53.0,0.07,63.3,2.35
8,8,2023-08-27,0,2023-08-27,86247,153,1053,6,242935,139,1000,624,2.55,160,99.82,0.66,44.4,50.1,0.06,62.45,2.67
9,9,2023-08-27,0,2023-08-27,86084,316,1159,14,190840,89,1000,548,5.266666666666667,180,99.63,1.28,45.3,59.6,0.05,54.88,3.01
10,10,2023-08-27,0,2023-08-27,86289,111,675,7,121799,72,1000,776,1.85,113,99.87,1.13,54.2,74.1,0.06,77.62,1.89
1,1,2023-08-28,0,2023-08-28,86274,126,1068,12,142044,119,1000,853,2.1,123,99.85,1.14,48.1,65.2,0.08,85.34,2.05
2,2,2023-08-28,0,2023-08-28,86211,189,1026,8,235522,155,1000,601,3.15,108,99.78,0.86,52.2,63.4,0.07,60.12,1.81
3,3,2023-08-28,0,2023-08-28,86358,42,1099,6,228401,225,1000,657,0.7,105,99.95,0.61,45.6,60.7,0.1,65.71,1.76
4,4,2023-08-28,0,2023-08-28,86211,189,1143,11,197630,228,1000,822,3.15,94,99.78,0.97,57.0,65.9,0.12,82.21,1.57
5,5,2023-08-28,0,2023-08-28,86178,222,925,11,121314,105,1000,616,3.7,109,99.74,1.26,49.0,61.8,0.09,61.66,1.83
6,6,2023-08-28,0,2023-08-28,86284,116,998,7,238988,191,1000,587,1.9333333333333333,109,99.87,0.79,46.2,63.9,0.08,58.71,1.83
7,7,2023-08-28,0,2023-08-28,85986,414,1182,12,207752,174,1000,699,6.9,114,99.52,1.07,35.8,50.5,0.08,69.99,1.91
8,8,2023-08-28,0,2023-08-28,86212,188,610,6,188606,241,1000,770,3.1333333333333333,84,99.78,1.06,40.2,51.1,0.13,77.01,1.41
9,9,2023-08-28,0,2023-08-28,86201,199,694,10,90633,82,1000,910,3.316666666666667,133,99.77,1.46,49.3,57.8,0.09,91.1,2.22
10,10,2023-08-28,0,2023-08-28,86315,85,1016,9,193076,228,1000,674,1.4166666666666667,78,99.9,0.93,48.6,63.5,0.12,67.48,1.31
1,1,2023-08-29,0,2023-08-29,86122,278,703,8,227226,195,1000,687,4.633333333333334,134,99.68,1.15,49.7,66.1,0.09,68.77,2.24
2,2,2023-08-29,0,2023-08-29,86089,311,749,6,223787,98,1000,765,5.183333333333334,150,99.64,0.9,39.6,54.7,0.04,76.5,2.51
3,3,2023-08-29,0,2023-08-29,86309,91,543,5,228543,169,1000,704,1.5166666666666666,112,99.9,0.95,43.7,48.8,0.07,70.41,1.88
4,4,2023-08-29,0,2023-08-29,86113,287,738,7,189341,127,1000,674,4.783333333333333,87,99.67,1.04,51.5,60.5,0.07,67.45,1.45
5,5,2023-08-29,0,2023-08-29,86238,162,705,6,229221,219,1000,442,2.7,131,99.81,0.95,42.8,55.8,0.1,44.3,2.19
6,6,2023-08-29,0,2023-08-29,86058,342,931,8,122983,72,1000,727,5.7,113,99.61,0.88,51.1,59.3,0.06,72.78,1.89
7,7,2023-08-29,0,2023-08-29,86319,81,404,5,226113,235,1000,671,1.35,93,99.91,1.31,39.0,57.3,0.1,67.14,1.56
8,8,2023-08-29,0,2023-08-29,86257,143,463,5,204234,156,1000,660,2.3833333333333333,105,99.84,1.21,49.2,59.0,0.08,66.09,1.76
9,9,2023-08-29,0,2023-08-29,86266,134,763,6,107553,121,1000,885,2.2333333333333334,100,99.85,0.87,41.2,58.1,0.11,88.55,1.68
10,10,2023-08-29,0,2023-08-29,86263,137,409,4,239672,193,1000,667,2.283333333333333,150,99.84,1.13,49.6,65.3,0.08,66.78,2.51
1,1,2023-08-30,0,2023-08-30,86228,172,1117,11,112025,79,1000,845,2.8666666666666667,118,99.8,1.0,41.6,48.3,0.07,84.6,1.97
2,2,2023-08-30,0,2023-08-30,86278,122,1160,11,87206,75,1000,551,2.033333333333333,116,99.86,0.97,42.4,50.7,0.09,55.18,1.95
3,3,2023-08-30,0,2023-08-30,86167,233,613,6,242889,170,1000,780,3.8833333333333333,116,99.73,1.04,35.5,42.0,0.07,78.07,1.94
4,4,2023-08-30,0,2023-08-30,86150,250,998,10,229999,185,1000,570,4.166666666666667,140,99.71,1.04,49.3,56.8,0.08,57.08,2.34
5,5,2023-08-30,0,2023-08-30,86270,130,523,6,149901,103,1000,798,2.1666666666666665,110,99.85,1.2,52.8,72.1,0.07,79.81,1.85
6,6,2023-08-30,0,2023-08-30,86243,157,515,2,111199,69,1000,690,2.6166666666666667,151,99.82,0.48,46.1,63.8,0.06,69.09,2.52
7,7,2023-08-30,0,2023-08-30,86188,212,836,7,179341,161,1000,732,3.533333333333333,133,99.75,0.94,39.4,56.8,0.09,73.3,2.23
8,8,2023-08-30,0,2023-08-30,86319,81,465,4,114214,95,1000,554,1.35,99,99.91,0.91,46.5,59.2,0.08,55.41,1.65
9,9,2023-08-30,0,2023-08-30,86400,0,480,3,142501,126,1000,543,0.0,137,100.0,0.8,46.3,61.2,0.09,54.33,2.29
10,10,2023-08-30,0,2023-08-30,86234,166,514,4,148675,88,1000,683,2.7666666666666666,125,99.81,0.91,59.4,78.5,0.06,68.39,2.09
1,1,2023-08-31,0,2023-08-31,86189,211,1018,13,221834,148,1000,732,3.5166666666666666,164,99.76,1.3,45.8,53.4,0.07,73.27,2.75
2,2,2023-08-31,0,2023-08-31,86361,39,499,4,219288,189,1000,619,0.65,187,99.96,0.98,42.0,60.6,0.09,61.96,3.12
3,3,2023-08-31,0,2023-08-31,86164,236,447,2,143910,132,1000,701,3.933333333333333,177,99.73,0.61,45.5,53.2,0.09,70.2,2.96
4,4,2023-08-31,0,2023-08-31,86246,154,850,6,192681,208,1000,759,2.566666666666667,71,99.82,0.8,35.5,42.2,0.11,75.92,1.19
5,5,2023-08-31,0,2023-08-31,86305,95,781,7,133572,108,1000,887,1.5833333333333333,133,99.89,1.01,46.2,53.0,0.08,88.77,2.22
6,6,2023-08-31,0,2023-08-31,86249,151,544,3,99120,74,1000,600,2.5166666666666666,99,99.83,0.68,38.2,55.7,0.08,60.01,1.67
7,7,2023-08-31,0,2023-08-31,86159,241,683,4,226738,208,1000,552,4.016666666666667,94,99.72,0.72,34.0,40.5,0.09,55.28,1.57
8,8,2023-08-31,0,2023-08-31,86283,117,528,5,183694,149,1000,767,1.95,123,99.86,1.03,47.1,57.9,0.08,76.72,2.05
9,9,2023-08-31,0,2023-08-31,86145,255,1021,6,138846,92,1000,682,4.25,121,99.71,0.66,35.4,43.3,0.07,68.2,2.02
10,10,2023-08-31,0,2023-08-31,86159,241,606,5,115216,83,1000,478,4.016666666666667,141,99.72,0.9,53.2,68.1,0.07,47.84,2.37
1,1,2023-09-01,0,2023-09-01,86225,175,563,5,179144,146,1000,530,2.9166666666666665,127,99.8,0.96,54.1,67.1,0.08,53.07,2.13
2,2,2023-09-01,0,2023-09-01,86251,149,419,5,226276,214,1000,861,2.4833333333333334,117,99.83,1.29,48.8,59.9,0.09,86.14,1.96
3,3,2023-09-01,0,2023-09-01,86056,344,959,10,209748,243,1000,745,5.733333333333333,89,99.6,1.14,52.0,61.9,0.12,74.55,1.5
4,4,2023-09-01,0,2023-09-01,86338,62,667,6,106003,94,1000,724,1.0333333333333334,100,99.93,0.91,42.8,62.1,0.09,72.49,1.67
5,5,2023-09-01,0,2023-09-01,86090,310,650,2,142807,125,1000,731,5.166666666666667,125,99.64,0.35,42.3,48.2,0.09,73.16,2.09
6,6,2023-09-01,0,2023-09-01,86198,202,938,11,171065,150,1000,841,3.3666666666666667,116,99.77,1.21,40.3,50.9,0.09,84.11,1.94
7,7,2023-09-01,0,2023-09-01,86185,215,829,6,117671,48,1000,691,3.5833333333333335,110,99.75,0.79,41.9,51.2,0.04,69.2,1.85
8,8,2023-09-01,0,2023-09-01,86249,151,1122,9,178152,163,1000,725,2.5166666666666666,118,99.83,0.86,47.6,60.6,0.09,72.58,1.98
9,9,2023-09-01,0,2023-09-01,86261,139,924,13,216953,149,1000,690,2.316666666666667,154,99.84,1.48,43.1,51.5,0.07,69.0,2.58
10,10,2023-09-01,0,2023-09-01,86285,115,873,6,91893,84,1000,593,1.9166666666666667,122,99.87,0.7,39.1,53.3,0.09,59.36,2.03
1,1,2023-09-02,0,2023-09-02,86262,138,792,10,135658,94,1000,731,2.3,117,99.84,1.38,47.0,62.8,0.07,73.14,1.96
2,2,2023-09-02,0,2023-09-02,86316,84,853,11,212375,202,1000,949,1.4,127,99.9,1.36,47.8,53.6,0.1,94.96,2.12
3,3,2023-09-02,0,2023-09-02,86229,171,433,5,146708,104,1000,618,2.85,124,99.8,1.23,27.5,44.2,0.07,61.87,2.07
4,4,2023-09-02,0,2023-09-02,86364,36,1163,16,190689,131,1000,502,0.6,107,99.96,1.38,42.9,61.1,0.07,50.22,1.8
5,5,2023-09-02,0,2023-09-02,86351,49,1103,13,110627,73,1000,926,0.8166666666666667,152,99.94,1.2,45.6,60.3,0.07,92.63,2.54
6,6,2023-09-02,0,2023-09-02,86120,280,742,11,183826,168,1000,904,4.666666666666667,119,99.68,1.58,52.7,63.4,0.09,90.45,1.99
7,7,2023-09-02,0,2023-09-02,86201,199,517,4,140896,139,1000,637,3.316666666666667,73,99.77,0.8,43.1,62.7,0.1,63.7,1.22
8,8,2023-09-02,0,2023-09-02,86221,179,444,4,153729,94,1000,751,2.9833333333333334,95,99.79,1.12,45.6,62.0,0.06,75.2,1.6
9,9,2023-09-02,0,2023-09-02,86114,286,526,4,154737,138,1000,700,4.766666666666667,130,99.67,0.85,49.4,62.2,0.09,70.04,2.17
10,10,2023-09-02,0,2023-09-02,86278,122,505,5,184771,152,1000,600,2.033333333333333,101,99.86,1.19,41.1,57.9,0.08,60.0,1.69
1,1,2023-09-03,0,2023-09-03,86094,306,1040,12,85554,75,1000,770,5.1,184,99.65,1.17,48.9,66.0,0.09,77.02,3.08
2,2,2023-09-03,0,2023-09-03,86268,132,981,11,230789,161,1000,810,2.2,115,99.85,1.17,37.4,56.9,0.07,81.04,1.93
3,3,2023-09-03,0,2023-09-03,86272,128,746,6,98994,90,1000,688,2.1333333333333333,113,99.85,0.91,59.7,77.1,0.09,68.84,1.9
4,4,2023-09-03,0,2023-09-03,86307,93,844,8,101300,81,1000,587,1.55,82,99.89,0.97,48.7,61.6,0.08,58.8,1.38
5,5,2023-09-03,0,2023-09-03,86187,213,700,8,141619,149,1000,811,3.55,134,99.75,1.26,48.3,60.6,0.11,81.14,2.24
6,6,2023-09-03,0,2023-09-03,86252,148,1081,10,142481,118,1000,845,2.466666666666667,109,99.83,0.96,52.7,66.0,0.08,84.54,1.83
7,7,2023-09-03,0,2023-09-03,86193,207,1074,11,191506,58,1000,714,3.45,102,99.76,1.1,47.3,55.9,0.03,71.45,1.71
8,8,2023-09-03,0,2023-09-03,86331,69,969,12,181676,113,1000,725,1.15,136,99.92,1.24,36.3,43.2,0.06,72.56,2.28
9,9,2023-09-03,0,2023-09-03,86201,199,506,5,239116,237,1000,646,3.316666666666667,111,99.77,1.11,52.3,67.5,0.1,64.67,1.87
10,10,2023-09-03,0,2023-09-03,86274,126,854,13,204400,178,1000,748,2.1,100,99.85,1.55,44.3,60.6,0.09,74.86,1.68
1,1,2023-09-04,0,2023-09-04,86364,36,566,6,114765,93,1000,632,0.6,102,99.96,1.15,40.5,47.8,0.08,63.23,1.71
2,2,2023-09-04,0,2023-09-04,86181,219,888,13,134877,153,1000,752,3.65,134,99.75,1.57,44.0,53.0,0.11,75.2,2.25
3,3,2023-09-04,0,2023-09-04,86271,129,759,5,206768,187,1000,658,2.15,110,99.85,0.76,42.4,48.9,0.09,65.81,1.84
4,4,2023-09-04,0,2023-09-04,86082,318,1081,10,103607,88,1000,690,5.3,142,99.63,1.0,50.8,69.7,0.08,69.07,2.38
5,5,2023-09-04,0,2023-09-04,86314,86,411,4,98586,102,1000,580,1.4333333333333333,122,99.9,0.98,45.4,64.7,0.1,58.08,2.03
6,6,2023-09-04,0,2023-09-04,86216,184,660,4,156959,122,1000,739,3.066666666666667,115,99.79,0.7,55.0,62.7,0.08,73.93,1.92
7,7,2023-09-04,0,2023-09-04,86133,267,661,7,119809,110,1000,904,4.45,87,99.69,1.16,53.4,62.1,0.09,90.41,1.47
8,8,2023-09-04,0,2023-09-04,86358,42,956,8,198560,126,1000,683,0.7,121,99.95,0.93,47.5,64.2,0.06,68.33,2.02
9,9,2023-09-04,0,2023-09-04,86251,149,405,4,178640,143,1000,596,2.4833333333333334,145,99.83,1.04,43.5,60.2,0.08,59.61,2.42
10,10,2023-09-04,0,2023-09-04,86212,188,757,7,110916,91,1000,701,3.1333333333333333,144,99.78,0.94,55.6,71.3,0.08,70.16,2.42
1,1,2023-09-05,0,2023-09-05,86350,50,1163,13,230290,165,1000,626,0.8333333333333334,90,99.94,1.12,54.2,62.0,0.07,62.67,1.51
2,2,2023-09-05,0,2023-09-05,86362,38,1058,10,247483,210,1000,630,0.6333333333333333,99,99.96,1.0,54.2,62.3,0.08,63.03,1.66
3,3,2023-09-05,0,2023-09-05,86070,330,776,7,83560,88,1000,842,5.5,113,99.62,1.02,39.0,46.4,0.11,84.25,1.89
4,4,2023-09-05,0,2023-09-05,86248,152,589,3,244110,259,1000,757,2.533333333333333,104,99.82,0.68,38.0,55.3,0.11,75.8,1.75
5,5,2023-09-05,0,2023-09-05,86332,68,614,6,220556,225,1000,735,1.1333333333333333,128,99.92,1.05,51.6,58.9,0.1,73.55,2.14
6,6,2023-09-05,0,2023-09-05,86183,217,877,10,137075,161,1000,692,3.6166666666666667,119,99.75,1.18,43.8,53.3,0.12,69.22,1.98
7,7,2023-09-05,0,2023-09-05,86323,77,569,6,180099,128,1000,693,1.2833333333333334,128,99.91,1.2,41.6,58.9,0.07,69.39,2.14
8,8,2023-09-05,0,2023-09-05,86252,148,822,9,187100,70,1000,649,2.466666666666667,105,99.83,1.17,43.8,62.5,0.04,64.92,1.76
9,9,2023-09-05,0,2023-09-05,86286,114,650,6,172666,204,1000,497,1.9,39,99.87,0.93,46.9,61.5,0.12,49.72,0.67
10,10,2023-09-05,0,2023-09-05,86157,243,1069,12,247881,200,1000,703,4.05,162,99.72,1.18,50.0,64.2,0.08,70.35,2.71
1,1,2023-09-06,0,2023-09-06,86096,304,957,10,225144,253,1000,765,5.066666666666666,113,99.65,1.11,39.8,56.7,0.11,76.56,1.9
